Id,SalePrice
1461,100982.72806703768
1462,155015.84205810545
1463,176658.48987414278
1464,199075.63717663547
1465,187017.0609693762
1466,171392.86214510005
1467,183780.78747779087
1468,162555.59251221234
1469,198397.14632819657
1470,118444.54556506829
1471,165624.77756689725
1472,102322.6291118134
1473,95457.79580546501
1474,143944.7903084641
1475,112510.89279822735
1476,346136.1333873194
1477,254795.87521540312
1478,291986.7659200282
1479,292205.78780069517
1480,471754.9814484731
1481,346502.5195007272
1482,226107.38269673442
1483,175581.92745149173
1484,172619.91155591936
1485,202999.76017298122
1486,193068.36211888926
1487,314929.3314083972
1488,235119.74709759076
1489,194695.60390682748
1490,229369.0055536444
1491,201086.15960203754
1492,84894.95949109718
1493,190663.62315666318
1494,283944.3600353929
1495,280624.5529503276
1496,241216.07022253046
1497,176095.2982863095
1498,174969.36538111157
1499,162659.55353560278
1500,158261.49495821478
1501,175206.9603152098
1502,149449.55432577652
1503,274996.5242177628
1504,255144.8936933315
1505,234976.2587301345
1506,192972.2869398763
1507,245108.080267573
1508,200578.404127695
1509,161438.82621264426
1510,149447.71012086832
1511,152194.63362349232
1512,166032.64052492593
1513,147850.21713057093
1514,149563.26651635664
1515,187699.38321458426
1516,161001.63159710183
1517,168756.86760726292
1518,126705.85305343213
1519,204799.0098505943
1520,126669.12492868803
1521,127763.74521447717
1522,174508.48653973278
1523,108751.32002730867
1524,120090.91749973297
1525,120956.54636068249
1526,117270.08393880745
1527,106753.81902166705
1528,133417.78711269327
1529,155135.95524997616
1530,195125.93925800078
1531,115348.90589271477
1532,96779.15463471702
1533,147799.20437179145
1534,121148.03982545636
1535,144667.28498611483
1536,109337.43850323073
1537,58428.75177671089
1538,151287.07560303534
1539,200592.25281671187
1540,99711.16356911282
1541,141823.10938250605
1542,139173.33024168594
1543,187675.0578802991
1544,89993.84116107019
1545,124536.47869820592
1546,146837.92618596883
1547,129880.68056512874
1548,141241.68588964685
1549,130448.41044224631
1550,143592.90906178515
1551,102811.31554743703
1552,143696.44197837447
1553,147775.44500197063
1554,119682.09950096691
1555,159676.56008825466
1556,92261.54314241775
1557,109583.39854592546
1558,108059.00972830379
1559,86274.67765571014
1560,134248.1073289199
1561,128198.15802280957
1562,133972.1035311409
1563,120906.3229595164
1564,153963.96240931985
1565,143856.51760982932
1566,233820.03587223883
1567,75369.8838842111
1568,252473.46171542842
1569,122618.67416561401
1570,138639.55954341343
1571,107537.4696088821
1572,139066.58939008758
1573,207955.40801288953
1574,124263.30703864871
1575,224763.29743678577
1576,265155.71648953226
1577,178694.37655530433
1578,158376.1159603153
1579,143917.86247240813
1580,196693.29496411775
1581,155904.35845415376
1582,128158.75614656151
1583,284609.08238949167
1584,217635.39241015413
1585,143079.78069912735
1586,66573.72712923866
1587,103741.16578937364
1588,143725.89538568485
1589,90400.97892429582
1590,128463.82452389944
1591,89738.76853273575
1592,114231.58491578813
1593,132052.3335989459
1594,120090.9377865259
1595,119130.92368912116
1596,220078.85302548457
1597,209189.42666085542
1598,239193.368419206
1599,179346.6643083102
1600,175440.1543877057
1601,60669.58032777677
1602,109081.3335841494
1603,81444.15707644093
1604,244046.74615138888
1605,245178.96073274067
1606,165456.08795141627
1607,170854.90606739256
1608,230931.39266836995
1609,184594.3819205777
1610,153826.08634346284
1611,139840.1541757048
1612,164515.91150041248
1613,160751.88694274187
1614,122281.60218313699
1615,94282.41148830685
1616,81475.94358142016
1617,95265.21721064621
1618,124670.70923812668
1619,141028.74373198283
1620,165786.81075649036
1621,132174.75062022015
1622,147275.39236696938
1623,265744.047025894
1624,212833.29061974518
1625,117862.21569846649
1626,172783.04249559395
1627,188035.48784906778
1628,283439.52403210185
1629,189891.4708748902
1630,315001.9966759938
1631,217082.0701297414
1632,226458.06166553774
1633,184688.8434936003
1634,185169.23188534117
1635,179834.13000600802
1636,154238.37173951382
1637,200068.3264154981
1638,176959.3683068788
1639,194185.68454316366
1640,253240.48605983786
1641,187268.27450312537
1642,241063.2809476949
1643,214336.44328993437
1644,241346.22732933296
1645,187290.55078381885
1646,159267.7617105197
1647,158969.32378430263
1648,128313.00651787058
1649,139945.06583018872
1650,111979.87495236039
1651,120161.88593849626
1652,101598.24932259135
1653,103652.4350604324
1654,144341.84016450075
1655,137976.20949332928
1656,138844.51297317172
1657,146731.0909435849
1658,145257.46154949686
1659,120823.71242511307
1660,156124.96821757164
1661,389544.8915374723
1662,394708.76294575876
1663,368781.30925151403
1664,473412.75067231245
1665,299689.41548307514
1666,329145.1887564147
1667,382928.0845765184
1668,338271.1031329072
1669,324503.1593054995
1670,340159.09928378236
1671,274782.0898062339
1672,410953.84787425806
1673,307860.11443825817
1674,252536.5969277045
1675,208941.26251049436
1676,204725.20248725655
1677,229173.8507934059
1678,450868.7483667573
1679,387527.5827615449
1680,318161.5680766721
1681,239656.37250915542
1682,329654.46126210416
1683,192195.77288627462
1684,174346.13512094415
1685,176422.85195371002
1686,180279.62318423094
1687,178831.26019881858
1688,187553.74820742852
1689,195800.86067663736
1690,200846.87144894397
1691,190697.9361818676
1692,263024.29026674567
1693,171639.73917090776
1694,182910.49070131828
1695,171699.44389728914
1696,271586.18787023315
1697,176286.23021309075
1698,325477.9600418563
