SalePrice,Id
114538.2901,1461
159464.5402,1462
175604.298,1463
193066.9337,1464
200705.6165,1465
167428.75,1466
176548.3959,1467
161586.7378,1468
194697.3385,1469
119737.6182,1470
182033.1006,1471
99718.72551,1472
95527.07785,1473
143912.3845,1474
112328.6083,1475
339162.3159,1476
246482.7247,1477
291227.9106,1478
289889.0298,1479
465264.2836,1480
331776.1435,1481
223330.1345,1482
179808.9864,1483
169966.9986,1484
203366.5551,1485
197338.3994,1486
331840.3598,1487
233612.9759,1488
189528.89,1489
237649.089,1490
198649.2796,1491
89291.58412,1492
186518.1629,1493
297525.2455,1494
284743.353,1495
233328.0967,1496
178958.3988,1497
175130.96,1498
162992.8987,1499
159990.0014,1500
173686.0569,1501
150304.9616,1502
279368.9507,1503
247591.7208,1504
231448.9076,1505
188894.9534,1506
244708.7855,1507
200462.0078,1508
158906.9052,1509
146605.5738,1510
151133.9252,1511
173841.235,1512
144520.383,1513
149194.4374,1514
192407.9714,1515
155830.8112,1516
163399.4532,1517
128585.3761,1518
207504.1117,1519
127128.9049,1520
127861.9264,1521
180444.1736,1522
107791.698,1523
122941.6684,1524
118245.5593,1525
114907.9452,1526
108914.3765,1527
129747.0048,1528
148596.4803,1529
184807.2105,1530
111938.5961,1531
95337.93876,1532
152016.3269,1533
120822.9898,1534
149472.9222,1535
107361.5079,1536
69555.65681,1537
147582.2088,1538
199209.0844,1539
96677.21164,1540
141786.5783,1541
135475.1727,1542
188704.9805,1543
89206.8849,1544
119313.9927,1545
145632.1863,1546
129453.4791,1547
135516.9302,1548
125575.8195,1549
142798.6667,1550
104169.7616,1551
138785.6144,1552
143996.2023,1553
117604.5874,1554
165922.1676,1555
90378.87083,1556
101692.0873,1557
102184.9403,1558
97813.56299,1559
143433.1459,1560
119029.0354,1561
135234.5563,1562
120652.6766,1563
159219.0386,1564
148940.9203,1565
238679.0945,1566
73689.00435,1567
249644.6218,1568
126402.0782,1569
147693.7643,1570
119060.6509,1571
141061.8334,1572
218743.5342,1573
125253.2598,1574
233197.4371,1575
254042.3908,1576
181505.8024,1577
146151.8209,1578
148957.7803,1579
193559.0731,1580
154715.4778,1581
124579.3763,1582
293089.5813,1583
218402.8723,1584
140546.1413,1585
66263.26709,1586
108281.6254,1587
145236.3165,1588
95268.60288,1589
132479.0313,1590
91969.50218,1591
113989.2237,1592
126373.6413,1593
120956.6962,1594
121694.0625,1595
217306.9174,1596
201147.8092,1597
228826.7074,1598
174957.5953,1599
173737.7476,1600
65011.51241,1601
114303.5705,1602
81707.47871,1603
256068.8667,1604
245612.4411,1605
167474.5422,1606
176795.7367,1607
225495.0947,1608
180509.2646,1609
150264.5398,1610
139913.8361,1611
166949.5794,1612
162593.0557,1613
124170.5682,1614
90721.63873,1615
77739.59898,1616
91362.00222,1617
128256.4886,1618
140579.1828,1619
186836.4476,1620
133488.062,1621
140396.5166,1622
272064.2299,1623
212777.5703,1624
117050.7977,1625
173407.2656,1626
187293.213,1627
284112.8322,1628
185736.1603,1629
336021.9665,1630
226490.6306,1631
240416.6605,1632
181861.0901,1633
183962.9349,1634
175345.0321,1635
154657.1487,1636
191925.4702,1637
179626.7657,1638
187970.7487,1639
253106.0511,1640
185163.1882,1641
242224.699,1642
214193.4116,1643
239253.6771,1644
190606.3251,1645
157928.318,1646
159113.2781,1647
127745.5068,1648
141068.3228,1649
111655.3865,1650
119977.5332,1651
100236.5855,1652
102663.6339,1653
144051.1996,1654
141198.0319,1655
140869.3448,1656
147395.1305,1657
146241.1688,1658
118467.9561,1659
157780.4044,1660
406501.3074,1661
381890.1453,1662
367543.8766,1663
461976.0344,1664
299142.6077,1665
320403.8704,1666
351670.0448,1667
336870.0533,1668
313973.8978,1669
340168.2993,1670
266851.5729,1671
404891.6673,1672
300768.092,1673
247854.5339,1674
204636.1255,1675
202462.745,1676
221752.9574,1677
