SalePrice,Id
115483.6105,1461
168502.7274,1462
184371.1659,1463
195652.4851,1464
200784.3751,1465
175365.4494,1466
171951.0934,1467
170502.1544,1468
199590.9755,1469
119840.3056,1470
197489.4495,1471
103658.3073,1472
102334.0644,1473
147585.2795,1474
114270.0521,1475
324748.022,1476
246370.0505,1477
278957.3811,1478
282684.2972,1479
418056.0673,1480
320880.741,1481
230977.1044,1482
183538.124,1483
175558.6541,1484
196707.9593,1485
201540.0212,1486
301485.5828,1487
231692.6536,1488
189473.0405,1489
220979.3785,1490
195698.2977,1491
93079.71299,1492
195946.0753,1493
282772.8704,1494
283986.4342,1495
223127.5673,1496
170896.4645,1497
164345.4071,1498
162861.8593,1499
158263.0634,1500
172554.7728,1501
157715.9017,1502
254645.0692,1503
236020.753,1504
225520.4858,1505
193463.9166,1506
234563.975,1507
196387.9592,1508
156423.333,1509
149299.8151,1510
150114.8611,1511
171262.1866,1512
148866.196,1513
157974.4522,1514
195366.0557,1515
154916.2917,1516
171550.3228,1517
141515.192,1518
212654.0773,1519
131490.6978,1520
137011.7227,1521
180460.9235,1522
112001.6693,1523
120608.9699,1524
119069.1737,1525
123151.3527,1526
107523.4669,1527
130381.864,1528
141651.7881,1529
178595.2245,1530
133950.1496,1531
99013.61129,1532
141341.7887,1533
125917.8095,1534
151959.1258,1535
116012.462,1536
84528.97757,1537
154425.2997,1538
186284.727,1539
99772.71873,1540
139286.5383,1541
131903.002,1542
173945.0175,1543
85236.43809,1544
112877.2994,1545
134733.8457,1546
130410.5948,1547
123089.8732,1548
115007.0528,1549
139414.5175,1550
117500.1471,1551
133591.2389,1552
138521.044,1553
114179.2811,1554
173420.7667,1555
95772.33019,1556
102262.5805,1557
106863.6863,1558
105777.1102,1559
143545.3357,1560
116273.188,1561
131655.3831,1562
121977.5932,1563
161855.9152,1564
153460.7151,1565
218586.9781,1566
84723.34838,1567
226030.3765,1568
140495.9226,1569
146254.0607,1570
128040.2191,1571
136113.7018,1572
224042.4552,1573
119695.7348,1574
219147.6018,1575
242238.4468,1576
