Id,SalePrice
1461,128045.23698412701
1462,163145.93083333335
1463,182569.7364021163
1464,185439.2767857143
1465,197108.4971269841
1466,182600.91289682538
1467,172500.67194444442
1468,175722.3913492064
1469,186988.69134920638
1470,124600.69412698418
1471,199850.50123809522
1472,94355.84999999999
1473,97793.5863968254
1474,151985.5811111111
1475,114791.70057142859
1476,360613.3542063494
1477,250683.021015873
1478,297041.1424047619
1479,265869.3417222223
1480,456438.31991269835
1481,339266.5668968255
1482,207550.05649999995
1483,191735.3285
1484,168702.67722222226
1485,171251.78761111107
1486,197775.83440476193
1487,348839.7003888888
1488,246199.36396031748
1489,204859.18714814814
1490,203448.75950793654
1491,189211.65616161615
1492,97098.32047619049
1493,181477.8089682539
1494,293923.4666825397
1495,306123.37610317447
1496,221413.14461904764
1497,193612.0235714286
1498,153984.14982539683
1499,152817.84904761906
1500,162500.33826190475
1501,174271.7271825397
1502,142564.40968253967
1503,310975.7880740741
1504,227314.2557301588
1505,220874.79578306872
1506,173045.2836507936
1507,232137.99624603178
1508,202142.38823809527
1509,161169.9504365079
1510,148012.867037037
1511,146649.2020634921
1512,167518.48134920635
1513,153336.55425925925
1514,171038.699047619
1515,188315.0890714286
1516,155506.09833333336
1517,154037.00198412698
1518,132754.00809523807
1519,222199.4824761905
1520,139086.51150793658
1521,142877.9142857143
1522,158851.0301587301
1523,122538.42634920632
1524,124102.72099206346
1525,127914.80083333341
1526,131211.17722222218
1527,105480.93002645507
1528,130423.26444444443
1529,145526.13565079364
1530,174137.26587301592
1531,135933.94138888892
1532,105346.23198412698
1533,149027.39833333332
1534,118547.54153968254
1535,158857.53607142848
1536,120594.77198412694
1537,74820.32779365081
1538,168799.2883333333
1539,187675.43115079365
1540,130143.58177777774
1541,147288.19350000002
1542,145197.55737301582
1543,230647.22151587319
1544,76126.26611111112
1545,110129.62976190474
1546,123554.02019841269
1547,135686.30031746035
1548,127432.70107142853
1549,112235.1762222222
1550,144209.0074603174
1551,120694.03555555554
1552,146422.03265873026
1553,147240.70503174604
1554,113369.71139682541
1555,175848.75387301584
1556,104720.13182539683
1557,133025.2010555556
1558,89296.32063492063
1559,130014.97973015872
1560,148526.2046666667
1561,152244.14833333337
1562,126957.4265952381
1563,126867.04817460319
1564,167305.97736507934
1565,151363.7888888889
1566,217948.24000000008
1567,80869.26384126986
1568,227448.90976190477
1569,160355.03904761907
1570,130332.84150793652
1571,116656.71807936505
1572,144817.00365079363
1573,244830.26272222225
1574,130067.10468253972
1575,208178.80218253974
1576,216276.17214285716
1577,201026.43849999996
1578,142575.33261111108
1579,146724.02174603177
1580,189034.18604761912
1581,135149.65396825396
1582,126638.93230158724
1583,336378.4037883596
1584,238214.26017460326
1585,141083.93136507936
1586,77760.22186507935
1587,104751.63657142856
1588,148896.71711111112
1589,114240.70819841269
1590,133308.19550264554
1591,102937.08417460317
1592,135398.3398095238
1593,114914.38974867723
1594,155607.46841269842
1595,139988.79583333334
1596,233256.1289920635
1597,178409.47920634915
1598,174102.13934920635
1599,176041.0897619048
1600,183497.5077777778
1601,80590.42550000001
1602,119414.23620634923
1603,91086.8476984127
1604,285412.9517460317
1605,245243.5686666666
1606,172889.1883333333
1607,173086.69169841261
1608,213326.81557936512
1609,190754.02837301587
1610,164643.1863888889
1611,152359.9570370371
1612,178367.49775132284
1613,176791.08087301583
1614,121713.90857142858
1615,85838.25119047618
1616,82954.36031746028
1617,86749.41563492063
1618,126247.65544444442
1619,134916.04634920636
1620,172838.14261904758
1621,152791.85948412705
1622,146480.77021164025
1623,288608.240888889
1624,213545.0117857143
1625,133599.72833333327
1626,166548.30722222218
1627,185179.13759259257
1628,267017.4753412698
1629,174262.75566666666
1630,367942.5157460319
1631,227243.48004761906
1632,249482.48600793644
1633,168421.32170634915
1634,183089.4103333334
1635,180389.97000000003
1636,166439.85420634918
1637,186580.19948412693
1638,193293.42797619055
1639,191403.62833333336
1640,257838.32184920635
1641,177060.47504761908
1642,221560.5928095238
1643,224934.75136507934
1644,228817.5183095237
1645,184732.89698412697
1646,156568.06500000006
1647,160754.59148148148
1648,140728.81988095248
1649,139166.40904761903
1650,122031.06722222219
1651,124927.1508253968
1652,92424.97194444442
1653,95316.1124206349
1654,155047.05242063492
1655,144814.4698888889
1656,150279.84884126985
1657,153935.8901984127
1658,151880.31995238093
1659,126091.53976190477
1660,146607.7666666667
1661,445944.539531746
1662,382115.0846349209
1663,384679.91759523825
1664,463705.4688650794
1665,303170.7886507936
1666,339395.1904126983
1667,375541.9573015874
1668,319175.9344920635
1669,291057.0690185185
1670,330942.5512539684
1671,269649.3786666666
1672,457667.4367460319
1673,282858.67863492074
1674,252013.06933333332
1675,193626.39183333336
1676,195187.79172222226
1677,214581.60778571435
1678,472575.01960317465
1679,385649.99750793655
1680,325764.0753095238
1681,247904.12767460322
1682,308088.8171746032
1683,185769.87428571426
1684,171315.97111111117
1685,174720.15234126986
1686,170323.48843650793
1687,166055.88315079364
1688,186453.11043650794
1689,183406.25246031737
1690,182727.13321428568
1691,171423.4621507936
1692,243673.05884920628
1693,170308.61885714275
1694,180453.27357142858
1695,169315.99234920644
1696,264729.5599761905
1697,168806.0913571429
1698,370446.22149470897
1699,339252.22873015865
1700,234491.3572222223
1701,266024.74516666663
1702,254018.94632539686
1703,253464.26961904764
1704,286416.0393015872
1705,236454.8384603174
1706,449923.28853968246
1707,219786.81363492063
1708,217684.59378571424
1709,256727.3007698414
1710,223251.57418253974
1711,230628.0754285714
1712,266696.4684126985
1713,254870.27101587295
1714,224039.36529365077
1715,198684.14111111112
1716,183184.57750793648
1717,160734.92288095236
1718,146647.84210317457
1719,206686.86226190478
1720,256980.56107936506
1721,156522.66654761898
1722,125396.43194444446
1723,158590.62445238093
1724,219313.90188888882
1725,232823.98699999994
